taxid	names	taxids
1490222	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Thermomonosporaceae|Actinoallomurus|Actinoallomurus bryophytorum	2|201174|1760|85012|2012|667113|1490222
1490288	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora|Actinokineospora guangxiensis	2|201174|1760|85010|2070|39845|1490288
1490290	Bacteria|Bacillota|Bacilli|Caryophanales|Thermoactinomycetaceae|Paenactinomyces|Paenactinomyces guangxiensis	2|1239|91061|1385|186824|2756134|1490290
1491	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium botulinum	2|1239|186801|186802|31979|1485|1491
1491830	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Metabacillus|Metabacillus mangrovi	2|1239|91061|1385|186817|2675233|1491830
1492	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium butyricum	2|1239|186801|186802|31979|1485|1492
1492737	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium gilvum	2|976|117743|200644|49546|237|1492737
1492738	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium seoulense	2|976|117743|200644|49546|237|1492738
1492769	Bacteria|Pseudomonadota|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Simiduia|Simiduia curdlanivorans	2|1224|1236|1706369|1706371|447467|1492769
1492771	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Limimaricola|Limimaricola variabilis	2|1224|28211|204455|31989|2211638|1492771
1492898	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavisolibacter|Flavisolibacter tropicus	2|976|1853228|1853229|563835|398041|1492898
1492901	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Bizionia|Bizionia psychrotolerans	2|976|117743|200644|49546|283785|1492901
1492905	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Falsiphaeobacter|Falsiphaeobacter marinintestinus	2|1224|28211|204455|2854170|2854183|1492905
1493691	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Spirosomataceae|Dyadobacter|Dyadobacter sediminis	2|976|768503|768507|2896860|120831|1493691
1494	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium cochlearium	2|1239|186801|186802|31979|1485|1494
1494078	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Marinobacteraceae|Marinobacter|Marinobacter aromaticivorans	2|1224|1236|72274|2887365|2742|1494078
1494429	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus ectoiniformans	2|1239|91061|1385|186817|1386|1494429
1494448	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Chelatococcaceae|Chelatococcus|Chelatococcus reniformis	2|1224|28211|356|2036754|28209|1494448
1494461	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Pseudolactococcus|Pseudolactococcus laudensis	2|1239|91061|186826|1300|3436058|1494461
1494462	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus hircilactis	2|1239|91061|186826|1300|1357|1494462
1494590	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Paramesorhizobium|Paramesorhizobium deserti	2|1224|28211|356|69277|1759400|1494590
1494606	Bacteria|Bacillota|Clostridia|Halanaerobiales|Halobacteroidaceae|Sporohalobacter|Sporohalobacter salinus	2|1239|186801|53433|53434|973|1494606
1494959	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Pseudogracilibacillus|Pseudogracilibacillus auburnensis	2|1239|91061|1385|186817|1494958|1494959
1495050	Bacteria|Pseudomonadota|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methyloterricola|Methyloterricola oryzae	2|1224|1236|135618|403|2045060|1495050
1495066	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas capeferrum	2|1224|1236|72274|135621|286|1495066
1495200	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Fulvimonas|Fulvimonas yonginensis	2|1224|1236|135614|1775411|155196|1495200
1495645	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Bizionia|Bizionia arctica	2|976|117743|200644|49546|283785|1495645
1495965	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas corni	2|1224|1236|72274|135621|286|1495965
1496	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	2|1239|186801|3082720|186804|1870884|1496
1496080	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium pigmentatum	2|201174|1760|85006|85019|1696|1496080
1496690	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Pseudorhizobium|Pseudorhizobium marinum	2|1224|28211|356|82115|1903858|1496690
149696	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Xanthomonas|Xanthomonas campestris	2|1224|1236|135614|32033|338|339
1496996	Bacteria|Actinomycetota|Actinomycetes|Glycomycetales|Glycomycetaceae|Stackebrandtia|Stackebrandtia endophytica	2|201174|1760|85014|85034|283810|1496996
1497	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Natronincolaceae|Andreesenella|Andreesenella formicacetica	2|1239|186801|3082720|3118656|3685825|1497
1497020	Bacteria|Cyanobacteriota|Cyanophyceae|Neosynechococcales|Neosynechococcaceae|Neosynechococcus|Neosynechococcus sphagnicola	2|1117|3028117|3120429|3079750|1501143|1501145
1497396	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Kibdelosporangium|Kibdelosporangium lantanae	2|201174|1760|85010|2070|2029|1497396
1497615	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium neotropicale	2|1224|28211|356|41294|374|1497615
1497618	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium ingae	2|1224|28211|356|41294|374|1497618
1497681	Bacteria|Bacillota|Bacilli|Caryophanales|Listeriaceae|Paenilisteria|Paenilisteria newyorkensis	2|1239|91061|1385|186820|3373705|1497681
1498	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Hathewaya|Hathewaya histolytica	2|1239|186801|186802|31979|1769729|1498
1498499	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella norrlandica	2|1224|1236|118969|444|445|1498499
1499308	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus mutanolyticus	2|1224|28211|204455|31989|265|1499308
1499314	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Sulfitobacter|Sulfitobacter pacificus	2|1224|28211|204455|2854170|60136|1499314
1499679	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Virgibacillus|Virgibacillus senegalensis	2|1239|91061|1385|186817|84406|1499679
1499685	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus andreraoultii	2|1239|91061|1385|186817|1386|1499685
1499686	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas saudiphocaensis	2|1224|1236|72274|135621|286|1499686
1499687	Bacteria|Bacillota|Bacilli|Caryophanales|Caryophanaceae|Planococcus|Planococcus massiliensis	2|1239|91061|1385|186818|1372|1499687
1499688	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Neobacillus|Neobacillus massiliamazoniensis	2|1239|91061|1385|186817|2675232|1499688
1499973	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia marmotae	2|1224|1236|91347|543|561|1499973
150	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Spirochaeta|Spirochaeta isovalerica	2|203691|203692|136|137|146|150
1500077	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces lacrimifluminis	2|201174|1760|85011|2062|1883|1500077
150025	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Leifsonia|Leifsonia naganoensis	2|201174|1760|85006|85023|110932|150025
1500254	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Aneurinibacillus|Aneurinibacillus soli	2|1239|91061|1385|186822|55079|1500254
150026	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Leifsonia|Leifsonia shinshuensis	2|201174|1760|85006|85023|110932|150026
150033	Bacteria|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus ratti	2|1239|91061|186826|81852|1350|150033
1500506	Bacteria|Actinomycetota|Actinomycetes|||Halopolyspora|Halopolyspora algeriensis	2|201174|1760|||1649455|1500506
150052	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia enterocolitica	2|1224|1236|91347|1903411|629|630
150053	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia enterocolitica	2|1224|1236|91347|1903411|629|630
1500538	Bacteria|Pseudomonadota|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Teredinibacter|Teredinibacter waterburyi	2|1224|1236|1706369|1706371|2425|1500538
1500549	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cyclobacteriaceae|Belliella|Belliella buryatensis	2|976|768503|768507|563798|232244|1500549
150055	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus lutetiensis	2|1239|91061|186826|1300|1301|150055
150056	Bacteria|Bacillota|Bacilli|Caryophanales|Staphylococcaceae|Mammaliicoccus|Mammaliicoccus fleurettii	2|1239|91061|1385|90964|2803850|150056
1500890	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Luteibacter|Luteibacter mycovicinus	2|1224|1236|135614|1775411|242605|1500890
150120	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella livingstonensis	2|1224|1236|135622|267890|22|150120
150121	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Agreia|Agreia pratensis	2|201174|1760|85006|85023|110934|150121
150122	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Curtobacterium|Curtobacterium herbarum	2|201174|1760|85006|85023|2034|150122
150123	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Plantibacter|Plantibacter flavus	2|201174|1760|85006|85023|190323|150123
1501230	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus tyrphae	2|1239|91061|1385|186822|44249|1501230
1501239	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Peribacillus|Peribacillus huizhouensis	2|1239|91061|1385|186817|2675229|1501239
1501240	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Palleronia|Palleronia abyssalis	2|1224|28211|204455|2854170|315422|1501240
1501356	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingorhabdaceae|Parasphingorhabdus|Parasphingorhabdus pacifica	2|1224|28211|204457|3423719|2709685|1501356
1501392	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Barnesiellaceae|Coprobacter|Coprobacter secundus	2|976|200643|171549|2005519|1348911|1501392
1501432	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Thiopseudomonas|Thiopseudomonas denitrificans	2|1224|1236|72274|135621|1654787|1501432
150146	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium gillisiae	2|976|117743|200644|49546|237|150146
1501662	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasuis	2|1239|91061|186826|1300|1301|1501662
150177	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Streptosporangiaceae|Acrocarpospora|Acrocarpospora macrocephala	2|201174|1760|85012|2004|90974|150177
1502	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium perfringens	2|1239|186801|186802|31979|1485|1502
1502156	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Tianweitania|Tianweitania sediminis	2|1224|28211|356|69277|1763452|1502156
1502358	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gaetbulibacter|Gaetbulibacter aestuarii	2|976|117743|200644|49546|311207|1502358
150240	Bacteria|Bacillota|Bacilli|Caryophanales|Gemellaceae|Gemella|Gemella cuniculi	2|1239|91061|1385|539738|1378|150240
150248	Bacteria|Bacillota|Bacilli|Caryophanales|Anoxybacillaceae|Anoxybacillus|Anoxybacillus pushchinoensis	2|1239|91061|1385|3120669|150247|150248
1502841	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter suratthaniensis	2|1224|28211|3120395|433|434|1502841
1502842	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter thailandicus	2|1224|28211|3120395|433|434|1502842
1502943	Bacteria|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella seminalis	2|1239|909932|1843489|31977|29465|1502943
1503	Bacteria|Bacillota|Tissierellia|Tissierellales|Gottschalkiaceae|Gottschalkia|Gottschalkia purinilytica	2|1239|1737404|1737405|2042895|1505664|1503
1503041	Bacteria|Actinomycetota|Actinomycetes|Actinomycetales|Actinomycetaceae|Arcanobacterium|Arcanobacterium pinnipediorum	2|201174|1760|2037|2049|28263|1503041
1503053	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia singularis	2|1224|28216|80840|119060|32008|1503053
1503054	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia stagnalis	2|1224|28216|80840|119060|32008|1503054
1503055	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia territorii	2|1224|28216|80840|119060|32008|1503055
150340	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio antiquarius	2|1224|1236|135623|641|662|150340
1503750	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Pseudoxanthomonas|Pseudoxanthomonas sangjuensis	2|1224|1236|135614|32033|83618|1503750
1503925	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter lusitanus	2|976|117747|200666|84566|84567|1503925
1503961	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Evansella|Evansella caseinilytica	2|1239|91061|1385|186817|2837485|1503961
1503981	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Alteraurantiacibacter|Alteraurantiacibacter buctensis	2|1224|28211|204457|335929|2800678|1503981
1504	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium septicum	2|1239|186801|186802|31979|1485|1504
1504265	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Metabacillus|Metabacillus malikii	2|1239|91061|1385|186817|2675233|1504265
1505	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Paraclostridium|Paraclostridium sordellii	2|1239|186801|3082720|186804|1849822|1505
1505036	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Halovulum|Halovulum dunhuangense	2|1224|28211|204455|31989|1844498|1505036
1505037	Bacteria|Pseudomonadota|Alphaproteobacteria|Emcibacterales|Emcibacteraceae|Emcibacter|Emcibacter nanhaiensis	2|1224|28211|2066490|2066491|1602338|1505037
1505087	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium|Bradyrhizobium centrolobii	2|1224|28211|356|41294|374|1505087
1505588	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria populi	2|1224|1236|91347|1903410|71655|1505588
1505723	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus bombicola	2|1239|91061|186826|33958|1578|1505723
1505725	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Weissella|Weissella bombi	2|1239|91061|186826|33958|46255|1505725
1505726	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Convivina|Convivina intestini	2|1239|91061|186826|33958|1697027|1505726
1505727	Bacteria|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium commune	2|201174|1760|85004|31953|1678|1505727
1505757	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Siccibacter|Siccibacter colletis	2|1224|1236|91347|543|1649298|1505757
1505907	Archaea|Methanobacteriota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus eurythermalis	2157|28890|183968|2258|2259|2263|1505907
1506471	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Sutterellaceae|Dakarella|Dakarella massiliensis	2|1224|28216|80840|995019|1987748|1506471
1506587	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia paludis	2|1224|28216|80840|119060|32008|1506587
1506996	Bacteria|Thermodesulfobacteriota|Desulfobulbia|Desulfobulbales|Desulfobulbaceae|Desulfoprunum|Desulfoprunum benzoelyticum	2|200940|3031451|3024411|213121|1654934|1506996
150723	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Phyllobacteriaceae|Aminobacter|Aminobacter ciceronei	2|1224|28211|356|69277|31988|150723
1507287	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingopyxidaceae|Sphingopyxis|Sphingopyxis flava	2|1224|28211|204457|3423718|165697|1507287
1507289	Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus xianganensis	2|1297|188787|118964|183710|1298|1507289
1507331	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|Microbacterium shaanxiense	2|201174|1760|85006|85023|33882|1507331
1507448	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Novosphingobium piscinae	2|1224|28211|204457|41297|165696|1507448
1507449	Bacteria|Pseudomonadota|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Vogesella|Vogesella amnigena	2|1224|28216|206351|1499392|57739|1507449
1507512	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Romboutsia|Romboutsia hominis	2|1239|186801|3082720|186804|1501226|1507512
1507734	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces antioxidans	2|201174|1760|85011|2062|1883|1507734
1507735	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Stutzerimonas|Stutzerimonas tarimensis	2|1224|1236|72274|135621|2901164|1507735
1507808	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium actinidiae	2|1224|1236|91347|1903410|122277|1507808
150831	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Stappiaceae|Roseibium|Roseibium hamelinense	2|1224|28211|356|2821832|150830|150831
1508312	Bacteria|Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas aurifodinae	2|1224|28211|204458|76892|41275|1508312
150832	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Nesterenkonia|Nesterenkonia lacusekhoensis	2|201174|1760|85006|1268|57494|150832
1508375	Bacteria|Actinomycetota|Actinomycetes|Catenulisporales|Actinospicaceae|Actinospica|Actinospica durhamensis	2|201174|1760|414714|414713|414715|1508375
1508389	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Cognatiyoonia|Cognatiyoonia sediminum	2|1224|28211|204455|31989|2211636|1508389
1508390	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Aureibacillus|Aureibacillus halotolerans	2|1239|91061|1385|186817|1930791|1508390
1508404	Bacteria|Bacillota|Bacilli|Caryophanales|Caryophanaceae|Jeotgalibacillus|Jeotgalibacillus malaysiensis	2|1239|91061|1385|186818|157226|1508404
1508506	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria roseae	2|1224|1236|91347|1903410|71655|1509241
1508507	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria roseae	2|1224|1236|91347|1903410|71655|1509241
1508770	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Kushneria|Kushneria pakistanensis	2|1224|1236|135619|28256|504090|1508770
