taxid	names	taxids
1464011	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Kitasatospora|Kitasatospora papulosa	2|201174|1760|85011|2062|2063|1464011
1464038	Bacteria|Bacillota|Tissierellia|||Ezakiella|Ezakiella peruensis	2|1239|1737404|||1582879|1464038
1464122	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Shouchella|Shouchella lonarensis	2|1239|91061|1385|186817|2893057|1464122
146474	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter orientalis	2|1224|28211|3120395|433|434|146474
146475	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter cibinongensis	2|1224|28211|3120395|433|434|146475
146476	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter|Acetobacter syzygii	2|1224|28211|3120395|433|434|146476
146536	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces curacoi	2|201174|1760|85011|2062|1883|146536
146537	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces azureus	2|201174|1760|85011|2062|1883|146537
1465486	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Frigidibacter|Frigidibacter albus	2|1224|28211|204455|31989|1775705|1465486
1465490	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Parafilimonas|Parafilimonas terrae	2|976|1853228|1853229|563835|1649476|1465490
1465501	Bacteria|Bacillota|Bacilli|Caryophanales|Sporolactobacillaceae|Sporolactobacillus|Sporolactobacillus shoreae	2|1239|91061|1385|186821|2077|1465501
1465502	Bacteria|Bacillota|Bacilli|Caryophanales|Sporolactobacillaceae|Sporolactobacillus|Sporolactobacillus spathodeae	2|1239|91061|1385|186821|2077|1465502
1467	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Lederbergia|Lederbergia lenta	2|1239|91061|1385|186817|2804231|1467
1468	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus macquariensis	2|1239|91061|1385|186822|44249|948756
146802	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Nocardiopsis|Nocardiopsis alborubida	2|201174|1760|85012|83676|2013|146802
146806	Bacteria|Pseudomonadota|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Phocoenobacter|Phocoenobacter uteri	2|1224|1236|135625|712|146805|146806
146817	Bacteria|Bacillota|Negativicutes|Selenomonadales|Sporomusaceae|Dendrosporobacter|Dendrosporobacter quercicolus	2|1239|909932|909929|1843490|146813|146817
1468178	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Motiliproteus|Motiliproteus sediminis	2|1224|1236|135619|135620|1775292|1468178
146820	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces stelliscabiei	2|201174|1760|85011|2062|1883|146820
146827	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium simulans	2|201174|1760|85007|1653|1716|146827
1468590	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides montaniterrae	2|201174|1760|85009|85015|1839|1468590
1469144	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Carbonactinosporaceae|Carbonactinospora|Carbonactinospora thermoautotrophica	2|201174|1760|85011|2864377|2864378|1469144
1469162	Bacteria|Bacillota|Bacilli|Caryophanales|Sporolactobacillaceae|Scopulibacillus|Scopulibacillus daqui	2|1239|91061|1385|186821|442527|1469162
1469170	Bacteria|Rhodothermota|Rhodothermia|Rhodothermales|Salisaetaceae|Longimonas|Longimonas halophila	2|1853220|1853222|1853224|2893042|1829937|1469170
146919	Bacteria|Rhodothermota|Rhodothermia|Rhodothermales|Salinibacteraceae|Salinibacter|Salinibacter ruber	2|1853220|1853222|1853224|1853225|146918|146919
146922	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces griseofuscus	2|201174|1760|85011|2062|1883|146922
146923	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces parvulus	2|201174|1760|85011|2062|1883|146923
146939	Bacteria|Pseudomonadota|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Azospira|Azospira oryzae	2|1224|28216|206389|75787|146937|146939
146940	Bacteria|Pseudomonadota|Betaproteobacteria|Rhodocyclales|Azonexaceae|Azonexus|Azonexus fungiphilus	2|1224|28216|206389|2008795|146936|146940
1469428	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus cameli	2|1239|91061|186826|1300|1301|1469428
1469557	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix jangbogonensis	2|976|117743|200644|49546|291183|1469557
1469603	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma oryzae	2|976|768503|768507|89373|107|1469603
1469647	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus ferrarius	2|1239|91061|1385|186822|44249|1469647
1469948	Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Kineothrix|Kineothrix alysoides	2|1239|186801|3085636|186803|2163168|1469948
1470066	Archaea|Nitrososphaerota|Nitrososphaeria|Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Nitrosopumilus cobalaminigenes	2157|651137|1643678|31932|338190|338191|1470066
1470067	Archaea|Nitrososphaerota|Nitrososphaeria|Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Nitrosopumilus ureiphilus	2157|651137|1643678|31932|338190|338191|1470067
1470176	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus|Actinoalloteichus hoggarensis	2|201174|1760|85010|2070|65496|1470176
1470178	Bacteria|Actinomycetota|Actinomycetes|Actinopolysporales|Actinopolysporaceae|Actinopolyspora|Actinopolyspora biskrensis	2|201174|1760|622450|622451|1849|1470178
1470180	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Prauserella|Prauserella isguenensis	2|201174|1760|85010|2070|142577|1470180
1470200	Bacteria|Pseudomonadota|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria arctica	2|1224|28216|206351|481|482|1470200
1470261	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces panaciradicis	2|201174|1760|85011|2062|1883|1470261
1470345	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides timonensis	2|976|200643|171549|815|816|1470345
1470433	Bacteria|Pseudomonadota|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Pseudomaricurvus|Pseudomaricurvus hydrocarbonicus	2|1224|1236|1706369|1706371|1458243|1470433
1470434	Bacteria|Pseudomonadota|Gammaproteobacteria|Cellvibrionales|Spongiibacteraceae|Zhongshania|Zhongshania aliphaticivorans	2|1224|1236|1706369|1706375|1434050|1470434
1470456	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces cyslabdanicus	2|201174|1760|85011|2062|1883|1470456
147047	Bacteria|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|Humidesulfovibrio|Humidesulfovibrio mexicanus	2|200940|3031449|213115|194924|2910983|147047
1470560	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus medicaginis	2|1239|91061|1385|186822|44249|1470560
1470561	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Boseongicola|Boseongicola aestuarii	2|1224|28211|204455|31989|1648497|1470561
1470562	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Aestuariivita|Aestuariivita boseongensis	2|1224|28211|204455|31989|1608457|1470562
1470563	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Shimia|Shimia gijangensis	2|1224|28211|204455|2854170|573139|1470563
1471381	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas helmanticensis	2|1224|1236|72274|135621|286|1471381
1471400	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium pelargi	2|201174|1760|85007|1653|1716|1471400
1471590	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis oliviviridis	2|201174|1760|85010|2070|1813|1471590
1471761	Bacteria|Bacillota|Bacilli|Caryophanales|Thermoactinomycetaceae|Novibacillus|Novibacillus thermophilus	2|1239|91061|1385|186824|1677050|1471761
1472040	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium algifaecis	2|1239|186801|186802|31979|1485|1472040
147206	Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella stercoris	2|201174|84998|84999|84107|102106|147206
1472378	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Sinorhizobium|Sinorhizobium glycinis	2|1224|28211|356|82115|28105|1472378
1472416	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas faecihominis	2|976|200643|171549|1853231|574697|1472416
1472417	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas paravirosa	2|976|200643|171549|1853231|574697|1472417
147248	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas alimentaria	2|1224|1236|135619|28256|2745|147248
1472640	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces daqingensis	2|201174|1760|85011|2062|1883|1472640
1472722	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces alkaliphilus	2|201174|1760|85011|2062|1883|1472722
1472723	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Nocardiopsis|Nocardiopsis mwathae	2|201174|1760|85012|83676|2013|1472723
1472724	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cyclobacteriaceae|Belliella|Belliella kenyensis	2|976|768503|768507|563798|232244|1472724
1472767	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Lentibacillus|Lentibacillus amyloliquefaciens	2|1239|91061|1385|186817|175304|1472767
1473	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Virgibacillus|Virgibacillus pantothenticus	2|1239|91061|1385|186817|84406|1473
1473112	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus guangzhouensis	2|1239|91061|1385|186822|44249|1473112
1473156	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Litoribrevibacter|Litoribrevibacter albus	2|1224|1236|135619|135620|1649464|1473156
1473580	Bacteria|Bacillota|Clostridia|Lachnospirales|Defluviitaleaceae|Defluviitalea|Defluviitalea phaphyphila	2|1239|186801|3085636|1185407|1185408|1473580
1473586	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Roseiarcaceae|Roseiarcus|Roseiarcus fermentans	2|1224|28211|356|1643957|1643958|1473586
1473598	Bacteria|Acidobacteriota|Terriglobia|Bryobacterales|Bryobacteraceae|Paludibaculum|Paludibaculum fermentans	2|57723|204432|332160|1962910|1649475|1473598
147375	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Paenibacillus|Paenibacillus larvae	2|1239|91061|1385|186822|44249|1464
1474	Bacteria|Bacillota|Bacilli|Caryophanales|Caryophanaceae|Sporosarcina|Sporosarcina pasteurii	2|1239|91061|1385|186818|1569|1474
1474952	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium griseoflavum	2|976|117747|200666|84566|28453|1474952
1475481	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Rhodanobacteraceae|Mizugakiibacter|Mizugakiibacter sediminis	2|1224|1236|135614|1775411|1544982|1475481
1475483	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Amylibacter|Amylibacter marinus	2|1224|28211|204455|31989|1617805|1475483
1475485	Bacteria|Bacillota|Bacilli|Caryophanales|Alicyclobacillaceae|Alicyclobacillus|Alicyclobacillus dauci	2|1239|91061|1385|186823|29330|1475485
147577	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Tsukamurellaceae|Tsukamurella|Tsukamurella strandjordii	2|201174|1760|85007|85028|2060|147577
1475951	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavicella|Flavicella marina	2|976|117743|200644|49546|1644102|1475951
1476025	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Heyndrickxia|Heyndrickxia vini	2|1239|91061|1385|186817|2837504|1476025
147645	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus yeei	2|1224|28211|204455|31989|265|147645
1476462	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Epilithonimonas|Epilithonimonas xixisoli	2|976|117743|200644|2762318|2782229|1476462
1476463	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium palustre	2|976|117743|200644|49546|237|1476463
1476464	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter xixiisoli	2|976|117747|200666|84566|84567|1476464
1476465	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium paludis	2|976|117747|200666|84566|28453|1476465
1476466	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Croceibacterium|Croceibacterium xixiisoli	2|1224|28211|204457|335929|2676755|1476466
1476583	Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus phoenicis	2|1297|188787|118964|183710|1298|1476583
1476748	Bacteria|Actinomycetota|Actinomycetes|||Bounagaea|Bounagaea algeriensis	2|201174|1760|||1931219|1476748
1476858	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Haloferacaceae|Haloferax|Haloferax massiliensis	2157|28890|183963|2235|1644056|2251|1476858
1476871	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides nanhaiensis	2|201174|1760|85009|85015|1839|1476871
1476959	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinobacterium|Marinobacterium mangrovicola	2|1224|1236|135619|135620|48075|1476959
1476996	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter liuii	2|201174|1760|85006|1268|1663|1476996
1477018	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia psychrotolerans	2|1224|1236|91347|1903412|568|1477018
1477021	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Conyzicola|Conyzicola nivalis	2|201174|1760|85006|85023|1648520|1477021
1477105	Bacteria|Bacteroidota|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Labilibacter|Labilibacter marinus	2|976|200643|1970189|558415|1849718|1477105
1477437	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Parapedobacter|Parapedobacter indicus	2|976|117747|200666|84566|416949|1477437
1477506	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Prauserella|Prauserella flavalba	2|201174|1760|85010|2070|142577|1477506
1477517	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas lopnurensis	2|1224|1236|72274|135621|286|1477517
1478153	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Prauserella|Prauserella oleivorans	2|201174|1760|85010|2070|142577|1478153
1478199	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium notoginsengisoli	2|976|117743|200644|49546|237|1478199
1478215	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Nocardiopsidaceae|Nocardiopsis|Nocardiopsis algeriensis	2|201174|1760|85012|83676|2013|1478215
1478221	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Thermotaleaceae|Anaeromicrobium|Anaeromicrobium sediminis	2|1239|186801|3082720|3118657|1929105|1478221
147825	Bacteria|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Psychrobacter|Psychrobacter proteolyticus	2|1224|1236|2887326|468|497|147825
1479	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Bacillus|Bacillus smithii	2|1239|91061|1385|186817|1386|1479
1479233	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Weissella|Weissella uvarum	2|1239|91061|186826|33958|46255|1479233
1479486	Bacteria|Pseudomonadota|Alphaproteobacteria|Maricaulales|Robiginitomaculaceae|Algimonas|Algimonas arctica	2|1224|28211|2800059|2800062|1246884|1479486
1479511	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Virgibacillus|Virgibacillus oceani	2|1239|91061|1385|186817|84406|1479511
1479524	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas gracilis	2|1224|1236|135622|72275|226|1479524
1480615	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Parahoeflea|Parahoeflea olei	2|1224|28211|356|82115|3701765|1480615
1480675	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Haloferacaceae|Halolamina|Halolamina sediminis	2157|28890|183963|2235|1644056|1075397|1480675
1480694	Bacteria|Spirochaetota|Spirochaetia|Spirochaetales|Spirochaetaceae|Spirochaeta|Spirochaeta lutea	2|203691|203692|136|137|146|1480694
1481457	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Spongiivirga|Spongiivirga citrea	2|976|117743|200644|49546|1775471|1481457
1481663	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio metoecus	2|1224|1236|135623|641|662|1481663
1481665	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Advenella|Advenella alkanexedens	2|1224|28216|80840|506|290425|1481665
1481893	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Planktotalea|Planktotalea arctica	2|1224|28211|204455|31989|1195766|1481893
1481894	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Thiotrichaceae|Leucothrix|Leucothrix arctica	2|1224|1236|72273|135617|45247|1481894
1481905	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Eudoraea|Eudoraea chungangensis	2|976|117743|200644|49546|446680|1481905
1481914	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio ishigakensis	2|1224|1236|135623|641|662|1481914
1481923	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio astriarenae	2|1224|1236|135623|641|662|1481923
1482074	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Pleomorphomonadaceae|Hartmannibacter|Hartmannibacter diazotrophicus	2|1224|28211|356|2843308|1572860|1482074
1482676	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium metallidurans	2|201174|1760|85006|85019|1696|1482676
1482717	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Alcaligenes|Alcaligenes pakistanensis	2|1224|28216|80840|506|507|1482717
1482730	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Natronincolaceae|Alkaliphilus|Alkaliphilus hydrothermalis	2|1239|186801|3082720|3118656|114627|1482730
1482731	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Natronincolaceae|Alkaliphilus|Alkaliphilus serpentinus	2|1239|186801|3082720|3118656|114627|1482731
1482732	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Natronincolaceae|Alkaliphilus|Alkaliphilus pronyensis	2|1239|186801|3082720|3118656|114627|1482732
1482736	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Filifactoraceae|Acetoanaerobium|Acetoanaerobium pronyense	2|1239|186801|3082720|3118655|186831|1482736
1482737	Bacteria|Synergistota|Synergistia|Synergistales|Aminobacteriaceae|Aminobacterium|Aminobacterium thunnarium	2|508458|649775|649776|3029087|81466|1482737
1483604	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Kutzneria|Kutzneria chonburiensis	2|201174|1760|85010|2070|43356|1483604
1484	Bacteria|Bacillota|Bacilli|Caryophanales|Caryophanales Family X. Incertae Sedis|Hydrogenibacillus|Hydrogenibacillus schlegelii	2|1239|91061|1385|539003|1609627|1484
1484053	Bacteria|Bacteroidota|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Mariniphaga|Mariniphaga anaerophila	2|976|200643|1970189|1471398|1573806|1484053
1484056	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Marinobacteraceae|Tamilnaduibacter|Tamilnaduibacter salinus	2|1224|1236|72274|2887365|1857014|1484056
1484109	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Lichenicola|Lichenicola cladoniae	2|1224|28211|3120395|433|2804525|1484109
1484116	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter psoromatis	2|976|768503|768507|1853232|89966|1484116
1484460	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Psychroserpens|Psychroserpens jangbogonensis	2|976|117743|200644|49546|49277|1484460
148448	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Natrialbaceae|Natronobacterium|Natronobacterium haloterrestre	2157|28890|183963|2235|1644061|2256|148448
148449	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Natrialbaceae|Halopiger|Halopiger aswanensis	2157|28890|183963|2235|1644061|387342|148449
1484693	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|Rhodoferax saidenbachensis	2|1224|28216|80840|80864|28065|1484693
1485203	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Saccharospirillaceae|Salinispirillum|Salinispirillum marinum	2|1224|1236|135619|255527|1649491|1485203
1485204	Bacteria|Bacillota|Bacilli|Caryophanales|Thermoactinomycetaceae|Salinithrix|Salinithrix halophila	2|1239|91061|1385|186824|1649492|1485204
1485217	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia eurypsychrophila	2|1224|28216|80840|75682|149698|1485217
1485545	Bacteria|Pseudomonadota|Candidatius Mariprofundia|Mariprofundales||Ghiorsea|Ghiorsea bivora	2|1224|580370|580371||2045304|1485545
1485585	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cyclobacteriaceae|Cecembia|Cecembia rubra	2|976|768503|768507|563798|1187078|1485585
1485586	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces calidiresistens	2|201174|1760|85011|2062|1883|1485586
1485588	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Roseomonadaceae|Crenalkalicoccus|Crenalkalicoccus roseus	2|1224|28211|3120395|3385906|1820341|1485588
1486034	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix venerupis	2|976|117743|200644|49546|291183|1486034
148604	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Limosilactobacillus ingluviei	2|1239|91061|186826|33958|2742598|148604
1486262	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Aurantimonadaceae|Martelella|Martelella endophytica	2|1224|28211|356|255475|293088|1486262
1486859	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Litoreibacter|Litoreibacter ascidiaceicola	2|1224|28211|204455|2854170|947567|1486859
1487726	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium persicum	2|201174|1760|85007|1762|1763|1487726
1487859	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Wenyingzhuangia|Wenyingzhuangia heitensis	2|976|117743|200644|49546|1518147|1487859
1487865	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Natrialbaceae|Halovivax|Halovivax cerinus	2157|28890|183963|2235|1644061|332951|1487865
1487935	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Hafniaceae|Enterobacillus|Enterobacillus tribolii	2|1224|1236|91347|1903412|1822002|1487935
1488331	Bacteria|Bacillota|Clostridia|Eubacteriales|Fusibacteraceae|Fusibacter|Fusibacter bizertensis	2|1239|186801|186802|3679999|76008|1488331
1488406	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces roseifaciens	2|201174|1760|85011|2062|1883|1488406
1489064	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Kiloniellaceae|Kiloniella|Kiloniella spongiae	2|1224|28211|204441|597359|454159|1489064
148942	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equi	2|1239|91061|186826|1300|1301|1336
1490	Bacteria|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Paraclostridium|Paraclostridium bifermentans	2|1239|186801|3082720|186804|1849822|1490
1490030	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus lutimaris	2|1224|28211|204455|31989|265|1490030
1490041	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingorhabdaceae|Sphingorhabdus|Sphingorhabdus arenilitoris	2|1224|28211|204457|3423719|1434046|1490041
149015	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus hyovaginalis	2|1239|91061|186826|1300|1301|149015
149016	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus urinalis	2|1239|91061|186826|1300|1301|149016
149017	Bacteria|Actinomycetota|Actinomycetes|Actinomycetales|Actinomycetaceae|Arcanobacterium|Arcanobacterium hippocoleae	2|201174|1760|2037|2049|28263|149017
